flora_id,common_name,sci_name,family,genus,species_epithet,care_level,watering,origin,description,image_url
"2274","Persian violet","Cyclamen hederifolium","Primulaceae","Cyclamen","hederifolium","","Average","Western Asia","Persian Violet (Cyclamen hederifolium) is an incredibly beautiful shade loving plant. Bursting with small, delicate, heart-shaped flowers in vibrant shades of white, pink, or lavender, it's the perfect garden addition to any creative landscape. Its lush glossy foliage is also a great complement, providing contrast with the soft flowers. Hardy and perennially blooming, Persian Violet is very easy to maintain and is perfect for shaded rockeries, banks, and borders. Its flowers appear during winter and spring, adding texture and grace to an otherwise barren season. Persian Violet is truly an amazing plant.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2274_cyclamen_hederifolium/og/5983579935_e7b1779710_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030657Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=30b16d436697f353f2f5d87da571f84ee15a2abe3cbc21018ed20d83156f7003"
"2252","winter squash","Cucurbita argyrosperma","Cucurbitaceae","Cucurbita","argyrosperma","Medium","Average","South America","Winter squash is an amazing plant species! With its vibrant orange hue and unique shapes, winter squash adds a beautiful touch to any garden or table. Nutritious and delicious, winter squash is packed with vitamins, minerals, and antioxidants to keep you healthy. Plus, it's great for recipes like soups, pasta dishes, stir-fries, curries, or simply roasted. Its essential omega-3 fatty acid content also helps reduce inflammation throughout the body! Winter squash is truly a superfood of nature, offering all the health benefits you need with great taste and visuals for all to enjoy.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2252_cucurbita_argyrosperma/og/Cucurbita_argyrosperma_mature_fruits.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030658Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=36fa3ebe48ba61f52c46334efcbec0b4fc39cd91cabdc76db7d9b3a84e6a84df"
"409","white forsythia","Abeliophyllum distichum","Oleaceae","Abeliophyllum","distichum","Medium","Average","Korea","The white forsythia (Abeliophyllum distichum) is an amazing plant species, boasting stunning white blossoms in early spring and vibrant light green leaves which add to its captivating beauty. This compact, deciduous shrub is easy to grow, and can fit even in small gardens. It is suitable for gardens in almost any climate and needs very little maintenance to thrive. Thanks to it's fragrant blossoms, once in bloom, it brings a whole lot of beauty and charm to any garden and attracts bees and butterflies too. White forsythia is indeed a spectacular ornamental addition to your outdoor space.","https://s3.us-central-1.wasabisys.com/perenual/species_image/409_abeliophyllum_distichum/og/25532100204_8e1e352054_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030658Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=1e8bd2676642f1c2a2bcd3dd0298006b35260db6b4012c1608df44d5287a3b30"
"2659","purple coneflower","Echinacea purpurea 'Rubinstern' RUBY STAR","Asteraceae","Echinacea","purpurea","Medium","Minimum","Eastern and central North America","The Purple Coneflower 'Rubinstern' RUBY STAR is a unique and amazing plant species. Not only is its ruby-red color striking, but it produces large flowers with drooping petals. The flower centers are uniquely conic, with dark purple petals that are silvery-white at the tips. Flowers grow on strong stems that are of great value to pollinators, especially bees, butterflies, and other species. This plant is also highly resistant to drought and illnesses, with hues of purple, pink, and white. In short, the 'Rubinstern' RUBY STAR is an amazing addition to any garden, and its bright colors make it a real eye catcher!","https://s3.us-central-1.wasabisys.com/perenual/species_image/2659_echinacea_purpurea_rubinstern_ruby_star/og/19542982559_62bb8a32e1_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030658Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=3ddfd4bca6eec103b10fe04456a599aeb5941d9ad8dd6a7c4ca9c8e6be32509f"
"2771","bishop's hat","Epimedium 'Yubae'","Berberidaceae","Epimedium","'Yubae'","","Minimum","Japan","Epimedium 'Yubae', better known as bishop's hat, is a showstopper in perennial garden beds. Its evergreen foliage is a deep mahogany red, while its striking, long-spurred flowers are an unforgettable shade of yellow. Its ornamental heart-shaped leaves draw the eye and its small size makes it a perfect choice for patio containers or small garden spaces. It enjoys partial shade to full sun and is both heat and drought tolerant. Bishop's hat is easy to care for and will reward you with frequent bursts of bright and fragrant foliage. As beautiful as it is practical, it's truly an amazing plant species.",""
"1202","begonia","Begonia 'Emerald Glow'","Begoniaceae","Begonia","'Emerald","Medium","Average","China","The begonia 'Emerald Glow' is an incredibly unique species with its waxy and thick leaves that are a striking deep emerald green giving it a glossy, sharp appearance. The light green veins in the center add to its captivating look. Its bright yellow flowers burst with beauty and will bloom throughout the spring and summer months, adding even more life to this already beautiful species. It makes a bold statement while still being strikingly elegant and graceful. Its small compact form and easy to care for nature make this an ideal choice for any home or garden. The begonia 'Emerald Glow' is absolutely stunning and adds a touch of beauty to any garden.",""
"705","Japanese alder","Alnus japonica","Betulaceae","Alnus","japonica","Medium","Frequent","Japan","The Japanese Alder is an incredible species with many attributes that make it amazing. Known for its vibrant colors and durability, it is a great choice for enhancing any garden or landscape. Its strong root system and quick growth means that it can be easily transplanted and moved around. Additionally, it is disease-resistant and can tolerate hot climates, making it perfect for use in a variety of settings. The beautiful colors and lush foliage of the Japanese Alder make it a desirable choice for adding texture and character to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/705_alnus_japonica/og/Alnus_japonica2.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030659Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=6e9b8f7cb49ea57ddd4468f54de5cfa2896d9a38a9eb3a247f17b27f5992576f"
"2895","white wood aster","Eurybia divaricata","Asteraceae","Eurybia","divaricata","Medium","Minimum","Eastern North America","The white wood aster (Eurybia divaricata) is an amazing plant species for many reasons. Its tall, upright stems are adorned with small, white star-like flowers with yellow centers. It has a showy fragrant blossom that can add an air of sophistication to the garden. Its leaves are lobed and toothed, making a wonderful background to the brightness of the flowers. Its blooms attracts butterflies and other pollinators. Finally, the white wood aster is incredibly hardy and can thrive in a variety of conditions making it a great choice for landscaping.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2895_eurybia_divaricata/og/7515068602_0626782d24_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030659Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=78f8672e8c6b36cc50feaec88c2ea22fe8b49a5701559f40d02ca66d5f36dde9"
"1021","whorled milkweed","Asclepias verticillata","Apocynaceae","Asclepias","verticillata","Medium","Minimum","United States","Whorled Milkweed (Asclepias verticillata) is an amazing plant species with special properties that make it stand out from other milkweeds. It is drought-tolerant, able to thrive in clay or rocky soils, and has a high content of medicinal compounds that have antioxidant and anti-inflammatory properties. Its unique leaves form a tufted whorl around the stem, and its cheerful clusters of yellow-orange flowers are beloved by pollinators. This milkweed species is an important host-plant for the Monarch butterfly, making it a valuable addition to the garden. Its deep roots and tough stems add to its hardiness, making it an essential part of the garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1021_asclepias_verticillata/og/29538479571_3ef54dd273_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030659Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=67721a281d4b443471d483182d0efaa028fa066bd69881f5dcc8274ed9bcc2f3"
"2371","deutzia","Deutzia hybrida 'Perle Rose'","Hydrangeaceae","Deutzia","hybrida","","Average","Japan","Deutzia hybrida 'Perle Rose' is an amazing plant species. It produces abundant clusters of rose-pink flowers during late spring and early summer, adding a soft and delicate touch to any garden. Its low-maintenance habit and fast-growing nature make it ideal for gardens of any size. The lovely glossy green foliage and pink blooms provide an impressive show all season long and will create a beautiful display in large or small garden beds. The lovely blooms are also excellent for bouquets. Deutzia, 'Perle Rose' is a great choice for low-maintenance gardens and is deer-resistant, making it a great addition to any landscape.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2371_deutzia_hybrida_perle_rose/og/51296001477_d4cf6e5ca6_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030700Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=daec4a7dd24ccb32ef11d1a9d688cd2a8a91ef71e3993651f81dea4f70478213"
"946","sea thrift","Armeria maritima 'Bloodstone'","Plumbaginaceae","Armeria","maritima","Low","Minimum","United Kingdom","Sea thrift (Armeria maritima 'Bloodstone') is an amazing plant for its evergreen foliage, and its delicate clusters of vibrant pink flowers which appear in spring and early summer. It is also extremely attractive, with its mounding clusters of grassy green foliage and brilliant desaturated pink blooms. Plus, it thrives in hot, dry, coastal areas, requiring little maintenance. Its eye-catching show goes above and beyond as it does not need any fertilizing or pruning. Sea thrift is also tolerant of drought conditions and rocky seaside gardens. This hardy plant is sure to add striking color and texture to any garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/946_armeria_maritima_bloodstone/og/2560px-Armeria_maritima_Bloodstone_4zz.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030700Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=ad96d4771b59bf026cc9e4418f058286ae99b385eca662a6ff2a8ad0b701dce2"
"1484","beautyberry","Callicarpa dichotoma f. albifructa","Lamiaceae","Callicarpa","dichotoma","Medium","Average","China","Beautyberry (Callicarpa dichotoma f. albifructa) has a unique beauty that captures the eye. This species of plant features an array of tiny, delicate white flowers, which are surrounded by clusters of striking iridescent violet berries. These stylish berries, which last from late summer through to the winter, stand out in the landscape and provide both beauty and food for the birds. They are also attractive to other pollinators, providing a valuable source of nectar for a variety of visitors. The beautyberry is a remarkable plant, providing visual appeal and ecological value.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1484_callicarpa_dichotoma_f_albifructa/og/51527109061_94d2055471_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030700Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=6f15207c4eed617742cde6c144fff0973d2da0012bbbff0ca1ece4033c9fe406"
"982","wormwood","Artemisia 'Powis Castle'","Asteraceae","Artemisia","'Powis","Medium","Minimum","Garden origin (A. absinthium x A. arborescens)","Wormwood (Artemisia 'Powis Castle') is an amazing plant with a profusion of silvery foliage and vibrant yellow flowers. Not only is it beautiful to look at, but it is also extremely resilient and hardy, resisting drought and surviving in various types of conditions - it can even be used as a groundcover or an edging plant! Additionally, its medicinal properties make it a wonderfully versatile addition to the garden. Wormwood is known for its use in treating digestive problems, reducing inflammation, and relieving pain. Truly, Artemisia ‘Powis Castle’ is a magnificent plant!","https://s3.us-central-1.wasabisys.com/perenual/species_image/982_artemisia_powis_castle/og/9109145122_fd5931bd3e_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030701Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=dd91609b05982b28355c8538daefb22066352fbf11d76ec73382b6ca26e30d15"
"902","columbine","Aquilegia vulgaris (Vervaeneana Group)","Ranunculaceae","Aquilegia","vulgaris","Medium","Average","Europe","The columbine (Aquilegia vulgaris (Vervaeneana Group)) is an amazing plant species with beautiful bell-shaped flowers in a range of colors. It stands out amongst other plants with its uniquely shaped petals and elegant hue of bright and vivid colors, ranging from pale blue, yellow, white to pink and deep red. Its stunning display of colors along with a distinct nodding habit make it a great choice for gardens, containers, flowerbeds and more. The columbine is an easy to grow plant and does best in full to partial sun and moist soil. All these qualities make columbine an ideal choice for gardeners looking for a beautiful yet low-maintenance flowering plant.","https://s3.us-central-1.wasabisys.com/perenual/species_image/902_aquilegia_vulgaris_vervaeneana_group/og/Aquilegia_vulgaris_Leprechaun_Gold_2zz.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030701Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=3e7cf469cd22bf9dbb241bd5d83ec10aadaeab3b959c66ac0d73d3c0487a478f"
"2700","small globe thistle","Echinops ritro subsp. ruthenicus","Asteraceae","Echinops","ritro","","Minimum","Central and eastern Europe","Small Globe Thistle is an amazing and beautiful species of Echinops. It is native to South and Central Europe, and has a globular flowerhead composed of many small, blue flowers. The flowerhead is surrounded by soft, spiny foliage that gives the plant its unique texture and look. It is an attractive plant for wild gardens, and its flowers and foliage are delightful in bouquets. Not only is it practically pest and disease-free, it is also drought and cold tolerant, making it a tough and resilient addition to any garden. Small Globe Thistle is sure to bring beauty and hardiness to your outdoor spaces.","https://s3.us-central-1.wasabisys.com/perenual/species_image/2700_echinops_ritro_subsp_ruthenicus/og/2560px-Echinops_ritro_subsp._ruthenicus_sl10.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030702Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=cb40fea5c79788a532716ab89af5dcea08cc73d4d012dc723e6ad9082b75182b"
"880","fan columbine","Aquilegia flabellata var. pumila 'Alba'","Ranunculaceae","Aquilegia","flabellata","Moderate","Average","Japan","Fan Columbine (Aquilegia flabellata var. pumila 'Alba') is an amazing plant species. It boasts unique, frilled petals that make it stand out among other flowers. These petals are white, adding a sense of elegance to any garden. It is a low-maintenance plant, needing little water and nutrition to thrive, and can be grown in almost any sunny location. Its long flowering period throughout the warmer months of the year provides beautiful, subtle accents in the garden over an extended period. It is hardy enough to survive most climates and is an ideal garden addition for those seeking a flower with a striking appearance.","https://s3.us-central-1.wasabisys.com/perenual/species_image/880_aquilegia_flabellata_var_pumila_alba/og/Gemeine_Akelei_28Aquilegia_vulgaris29_6176.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030702Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=62727b36f9a64edc2fe2a1a2e2ded27a46e9c438d86742285f96b4acd4ed7c5b"
"1683","hornbeam","Carpinus cordata","Betulaceae","Carpinus","cordata","Medium","Average","Japan","The hornbeam (Carpinus cordata) is an amazing tree species native to North America. Its unique and beautiful structure makes it a popular choice among landscapes. The hornbeam grows rugged, leathery leaves with distinctive serrated edges that give the tree an eye-catching look. In the spring it produces drooping clusters of fragrant white flowers that attract butterflies and other pollinators. Bark on the hornbeam is scaly and grey in color, often with unique knots and ridges along the trunk. Due to its dense foliage and low-hanging branches, the species provides fantastic shade and helps to reduce noise and wind. Plus, it also has a tolerance for clay, pollutant, and drought conditions, making it an ideal choice for a variety of landscaping projects.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1683_carpinus_cordata/og/1365px-Carpinus_cordata_04.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030702Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=25f94564f71dc3e97e5d1d881716f6c4ae76c96cb10dc336d69610c42db9ef91"
"1832","turtlehead","Chelone obliqua","Plantaginaceae","Chelone","obliqua","Medium","Frequent","United States","Turtlehead (Chelone obliqua) is an amazing native wildflower of North America. It grows to a height of 1-3 feet with attractive foliage and upright spikes of pink and white flowers. Its unique hood-like flowers resemble a turtle’s head, giving the plant its common name. The blooming period of this plant is from late summer to the end of fall, making it a beautiful and captivating feature in any garden setting. It is best planted in medium to wet soils and requires little maintenance. Turtlehead is a great source of nectar for butterflies and bees, creating a wonderful wildlife habitat. The blooms provide a great show in late summer and make a wonderful cut flower that lasts for days when brought indoors. This plant's showy and long-lasting blooms makes it an excellent choice for adding beauty to any landscape.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1832_chelone_obliqua/og/29685428525_3de58ae555_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030703Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=869fb11aff5b17de30620af8ac3fdcdee01d5bc9eeaa15d1bd70fb356a7d4f51"
"1168","blue false indigo","Baptisia australis","Fabaceae","Baptisia","australis","Medium","Minimum","Eastern United States","Blue False Indigo (Baptisia australis) is an amazing native perennial plant with blueish-purple blooms appearing in early summer. This species has long been used as a colorful addition to flower beds, and works great as a specimen or focal group in landscaping. It not only provides a striking blue hue to the garden, but also thrives in a variety of soils, tolerates drought and deer, and attracts an abundance of pollinators. Even better, Blue False Indigo is deer resistant and can even self-seed. Its versatile adaptability has made it a popular plant choice in many gardens, providing a vibrant, long-lasting beauty.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1168_baptisia_australis/og/52132109029_52616bc258_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030703Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e0c0dc5bc167c26a352fb5e76881670892c04bcfe95e8bea1c012ebdea56ef94"
"2422","pink","Dianthus pavonius 'Nancy Lindsay'","Caryophyllaceae","Dianthus","pavonius","Moderate","Average","United Kingdom","The pink Dianthus pavonius 'Nancy Lindsay' is amazing for its tuft of striking blooms. Each flower has vibrant, fragrant petals of bright pink hue that never fail to dazzle onlookers. This minuscule flower displays finely feathered petals that look like they've been crafted with a painter's brush. What's more, the Nancy Lindsay variety is an excellent choice for front or side of border plantings. Its flowering period continues for nearly seven weeks and with proper maintenance, you may enjoy its blossoms even longer. If you're looking for an eye-catching, long-lasting perennial– look no further!",""
"555","red horse chestnut","Aesculus carnea 'Briotii'","Sapindaceae","Aesculus","carnea","Medium","Average","France","The Red Horse Chestnut (Aesculus carnea 'Briotii') is a stunning shrub to behold in any landscape. It is incredibly reliable and hardy, able to tolerate a wide range of weather conditions and soil types. In spring and early summer, the shrub is adorned with clusters of striking red blossoms, adding a vibrant display to any garden. Growing to a height of up to 10 feet, this might be a smaller variety than the common Horse Chestnut, but the deep red color sets it apart and makes it more eye-catching. It is an amazing addition to any garden and a great way to add a bold pop of color year-round.","https://s3.us-central-1.wasabisys.com/perenual/species_image/555_aesculus_carnea_briotii/og/43379296790_f249c1fba7_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030704Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=0718c5f1f06de350b737c4ed6da1320183ed33b9f2c50f2e2b76c6b6699d83be"
"941","birthwort","Aristolochia leuconeura","Aristolochiaceae","Aristolochia","leuconeura","Medium","Average","Costa Rica","Birthwort (Aristolochia leuconeura) is an amazing plant species, with its wonderfully unique heart-shaped leaves and star-shaped, ivory-colored flowers. It's hardy and long-lived, thriving in most conditions from full sun to partial shade. As a native European species, it is an easy to care for, low maintenance ornamental. When grown in warmer climates, it is an exceptionally drought-tolerant plant, making it suitable for xeriscaping. Its butter-cup yellow markings also stand out against other foliage, giving any garden an unmistakable beauty and complete appeal.Birthwort is a delightful addition to any garden and will give any landscape a touch of elegance.","https://s3.us-central-1.wasabisys.com/perenual/species_image/941_aristolochia_leuconeura/og/Aristolochia_leuconeura_2zz.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030704Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=50354090711273a9a2b6a1c8bb9ca6de361d477a8b658912ca59ea0ff4581b9d"
"974","tarragon","Artemisia dracunculus","Asteraceae","Artemisia","dracunculus","Medium","Average","Temperate northern hemisphere","Tarragon is a species of plant unlike any other. Its unique flavor and aroma make it a perfect kitchen companion. It is a member of the Artemisia family, which makes it incredibly healthy. It's packed full of essential vitamins and nutrients including Vitamin A, Vitamin C, and iron. These vitamins help support your overall health and wellbeing. As well as being incredibly nutritious, tarragon has a wonderfully distinctive taste that works well with almost any meal. Whether you add it to soup, salad, or eggs, it will elevate the flavor of your dish to a whole new level. It's no wonder tarragon has been a culinary favorite for centuries.","https://s3.us-central-1.wasabisys.com/perenual/species_image/974_artemisia_dracunculus/og/38707336995_edd3f8c50c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030704Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=bca39a57871d8933630a50c3f294cf0eebf30e3061c2b8bea1a77e155ec32491"
"1908","blue jasmine","Clematis crispa","Ranunculaceae","Clematis","crispa","Medium","Frequent","Southeastern United States","The blue jasmine (Clematis crispa) is a type of flowering vine that is simply amazing. Its beautiful star-shaped blooms are delicate and the color is a unique shade of blue, with hints of white and pink. It is both low maintenance and hardy, so it’s perfect for any climate and ability. It is drought tolerant and can grow in most soils and a wide range of temperatures. The long and graceful vines look beautiful and will add visual interest to any garden or home, while also be a great source of food for bees. It doesn’t require much pruning to keep it healthy and thriving, making it a great addition to a garden.","https://s3.us-central-1.wasabisys.com/perenual/species_image/1908_clematis_crispa/og/50234734136_6bd0839f85_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030705Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=0b07b186ae90aabb7d076897232310addeadb70cbcd70b5b6e32ab6c7ff87f1b"
"436","bear's breeches","Acanthus hungaricus","Acanthaceae","Acanthus","hungaricus","Medium","Average","Southeastern Europe","Bear's Breeches (Acanthus hungaricus) is an ornamental plant whose mounds of foliage are as deep and as wide as its impressive flower spikes. Growing up to 1m in height, the stiff, glossy leaves are striped with attractive yellow veins and contrast nicely with the tall creamy-white flower spikes. Its intense but subtle aroma and eco-friendly livelihood has found it in high demand in many gardens. The combination of its vivid pastel shades, spiky flowers and wide, expansive foliage make it truly a sight to behold. Its flowers look like something out of a fairytale and its leaves have a waxy sheen. Bear's Breeches provides endless beauty to any garden and its delightful scent makes it an amazing complement to any landscape.","https://s3.us-central-1.wasabisys.com/perenual/species_image/436_acanthus_hungaricus/og/28238262895_1731e43303_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030705Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=4dc1e9b249f02355e002fbb3447a67ce8aed9bf4a13b0fa0f9a9fd1f37c38205"
"1539","tea","Camellia sinensis","Theaceae","Camellia","sinensis","Medium","Average","Southeastern Asia","Camellia sinensis, or tea, is an amazing plant species that has long been lauded for its health benefits. Tea has powerful antioxidants that can help prevent cell damage and protect against diseases such as cancer and heart disease. Tea is also packed with flavonoids that have anti-inflammatory properties and can reduce the risk of stroke. It's low in caffeine, so it won't give you the jitters, and there are tons of different flavours to choose from. From green to oolong to black, there's something for every palate. Tea is the perfect beverage — it tastes great and is good for you, too!","https://s3.us-central-1.wasabisys.com/perenual/species_image/1539_camellia_sinensis/og/30876009547_674c0fcc3f_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260313%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260313T030705Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e16592e7ca01c0d6de89c042aa7543ea91a66e11e61cc66c018276bb88a5485a"
